data_size_MB,latency_sec,throughput_GBps
1,0.00019379854202270508,5.41064958000123
4,0.0001367974281311035,30.660693386576504
16,0.00036031484603881836,46.56265536777942
64,0.0012413287162780762,54.062121595974276
256,0.004811520576477051,55.790150272317
512,0.009588716030120849,55.98986457764916
1024,0.019126002788543702,56.14041971400116
