role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.0013739620876006922,0.00017174526095008652
Server,1024,1.0 KB,0.010088831427401789,0.0012611039284252236
Server,4096,4.0 KB,0.04058172269137373,0.005072715336421716
Server,16384,16.0 KB,0.34653130395136794,0.04331641299392099
Server,65536,64.0 KB,1.3733837222637353,0.1716729652829669
Server,262144,256.0 KB,7.4692853516855084,0.9336606689606886
Server,1048576,1.0 MB,119.12099464876266,14.890124331095333
Server,4194304,4.0 MB,218.66802204681193,27.33350275585149
Server,8388608,8.0 MB,260.11167347793844,32.513959184742305
Server,16777216,16.0 MB,306.1447784487037,38.26809730608796
Server,33554432,32.0 MB,332.1089009702286,41.513612621278575
Server,67108864,64.0 MB,339.74692548727273,42.46836568590909
Server,134217728,128.0 MB,357.886061921813,44.735757740226624
Server,268435456,256.0 MB,361.20209049309267,45.150261311636584
Server,536870912,512.0 MB,368.5811434619575,46.072642932744685
Server,1073741824,1.0 GB,374.5368218838102,46.817102735476276
