role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00046753499125123905,5.844187390640488e-05
Server,1024,1.0 KB,0.002903962264045977,0.0003629952830057471
Server,4096,4.0 KB,0.02566382669224889,0.0032079783365311114
Server,16384,16.0 KB,0.10230579850328612,0.012788224812910766
Server,65536,64.0 KB,0.40777067102419734,0.05097133387802467
Server,262144,256.0 KB,37.70201627128523,4.712752033910654
Server,1048576,1.0 MB,122.55160768966083,15.318950961207603
Server,4194304,4.0 MB,125.96940269205732,15.746175336507164
Server,8388608,8.0 MB,183.28388723468422,22.910485904335527
Server,16777216,16.0 MB,250.9299769675753,31.366247120946912
Server,33554432,32.0 MB,304.6617819135068,38.08272273918835
Server,67108864,64.0 MB,344.15126325787213,43.018907907234016
Server,134217728,128.0 MB,368.59968282022925,46.074960352528656
Server,268435456,256.0 MB,377.61671649326075,47.202089561657594
Server,536870912,512.0 MB,391.6465606992551,48.955820087406885
Server,1073741824,1.0 GB,393.8697856421398,49.233723205267474
