role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.0005029077295817865,6.286346619772331e-05
Server,1024,1.0 KB,0.005167899637822988,0.0006459874547278735
Server,4096,4.0 KB,0.013052858351800334,0.0016316072939750418
Server,16384,16.0 KB,0.10240314403441554,0.012800393004301943
Server,65536,64.0 KB,0.7829460558051291,0.09786825697564114
Server,262144,256.0 KB,2.124745002564049,0.2655931253205061
Server,1048576,1.0 MB,123.39944461190929,15.424930576488661
Server,4194304,4.0 MB,162.2437854227905,20.280473177848812
Server,8388608,8.0 MB,218.49657650675292,27.312072063344115
Server,16777216,16.0 MB,283.27779505110885,35.40972438138861
Server,33554432,32.0 MB,337.2702579136444,42.15878223920555
Server,67108864,64.0 MB,387.74530745912784,48.46816343239098
Server,134217728,128.0 MB,420.1289626758932,52.51612033448665
Server,268435456,256.0 MB,429.3173351617168,53.6646668952146
Server,536870912,512.0 MB,435.88562731304586,54.48570341413073
Server,1073741824,1.0 GB,447.2104028168416,55.9013003521052
