role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00035538862791843133,4.4423578489803916e-05
Server,1024,1.0 KB,0.003410405222869476,0.0004263006528586845
Server,4096,4.0 KB,0.01206278922886048,0.00150784865360756
Server,16384,16.0 KB,0.17084144690056868,0.021355180862571085
Server,65536,64.0 KB,0.33447829257317585,0.04180978657164698
Server,262144,256.0 KB,37.474908778849226,4.684363597356153
Server,1048576,1.0 MB,115.60066551681598,14.450083189601997
Server,4194304,4.0 MB,151.08354650364768,18.88544331295596
Server,8388608,8.0 MB,209.45541093895443,26.181926367369304
Server,16777216,16.0 MB,300.481776912939,37.56022211411737
Server,33554432,32.0 MB,403.74035563712243,50.467544454640304
Server,67108864,64.0 MB,451.7926970915871,56.47408713644839
Server,134217728,128.0 MB,473.87298249470246,59.23412281183781
Server,268435456,256.0 MB,480.53644673109125,60.067055841386406
Server,536870912,512.0 MB,481.9140643894571,60.23925804868214
Server,1073741824,1.0 GB,487.3195723575124,60.91494654468905
