role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00029888050136884554,3.736006267110569e-05
Server,1024,1.0 KB,0.0031549822234814575,0.0003943727779351822
Server,4096,4.0 KB,0.022234069382119782,0.002779258672764973
Server,16384,16.0 KB,0.28115665641594917,0.035144582051993646
Server,65536,64.0 KB,0.32403775506187943,0.04050471938273493
Server,262144,256.0 KB,37.38265665816006,4.672832082270007
Server,1048576,1.0 MB,120.44187906624497,15.05523488328062
Server,4194304,4.0 MB,169.66468555657846,21.208085694572308
Server,8388608,8.0 MB,247.18550963069052,30.898188703836315
Server,16777216,16.0 MB,332.9615383982586,41.620192299782325
Server,33554432,32.0 MB,420.79001298656135,52.59875162332017
Server,67108864,64.0 MB,504.75525403918095,63.09440675489762
Server,134217728,128.0 MB,533.2800177080665,66.6600022135083
Server,268435456,256.0 MB,534.7126777519261,66.83908471899076
Server,536870912,512.0 MB,535.1042319995353,66.88802899994191
Server,1073741824,1.0 GB,532.8788930690628,66.60986163363285
