role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.0003878162744997048,4.84770343124631e-05
Client,1024,1.0 KB,0.0026701010321530834,0.0003337626290191354
Client,4096,4.0 KB,0.013064491653109186,0.0016330614566386482
Client,16384,16.0 KB,0.0965382644683304,0.0120672830585413
Client,65536,64.0 KB,0.7933017951901378,0.09916272439876722
Client,262144,256.0 KB,2.4939807486025205,0.31174759357531506
Client,1048576,1.0 MB,122.62576730686429,15.328220913358036
Client,4194304,4.0 MB,30.568266921323772,3.8210333651654715
Client,8388608,8.0 MB,205.95661999368582,25.744577499210727
Client,16777216,16.0 MB,298.52372127627433,37.31546515953429
Client,33554432,32.0 MB,371.85117113708117,46.481396392135146
Client,67108864,64.0 MB,416.78531095265674,52.09816386908209
Client,134217728,128.0 MB,449.16368500522753,56.14546062565344
Client,268435456,256.0 MB,464.1797984972226,58.02247481215282
Client,536870912,512.0 MB,477.9091565732183,59.73864457165229
Client,1073741824,1.0 GB,487.3351904911904,60.9168988113988
