role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00043519206106299975,5.439900763287497e-05
Server,1024,1.0 KB,0.0028996475920711044,0.00036245594900888805
Server,4096,4.0 KB,0.020611912365343807,0.002576489045667976
Server,16384,16.0 KB,0.1979188563064179,0.024739857038302237
Server,65536,64.0 KB,0.40638208905990375,0.05079776113248797
Server,262144,256.0 KB,5.727135038834919,0.7158918798543649
Server,1048576,1.0 MB,120.66310919022204,15.082888648777756
Server,4194304,4.0 MB,146.02292187896558,18.252865234870697
Server,8388608,8.0 MB,203.39532597329614,25.424415746662017
Server,16777216,16.0 MB,292.2874575924509,36.53593219905636
Server,33554432,32.0 MB,366.65975403381367,45.83246925422671
Server,67108864,64.0 MB,413.6119144312578,51.70148930390722
Server,134217728,128.0 MB,443.8050944920739,55.47563681150924
Server,268435456,256.0 MB,454.8462287448661,56.85577859310826
Server,536870912,512.0 MB,471.5125272611385,58.93906590764231
Server,1073741824,1.0 GB,477.8611071983398,59.73263839979248
