role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00038597510463516977,4.824688807939622e-05
Client,1024,1.0 KB,0.005171394609378342,0.0006464243261722928
Client,4096,4.0 KB,0.025653738595751326,0.0032067173244689157
Client,16384,16.0 KB,0.08236469217916076,0.010295586522395095
Client,65536,64.0 KB,1.4635460377459204,0.18294325471824005
Client,262144,256.0 KB,5.7212837426765955,0.7151604678345744
Client,1048576,1.0 MB,120.09924525317311,15.012405656646639
Client,4194304,4.0 MB,211.91126316706163,26.488907895882704
Client,8388608,8.0 MB,259.7004814605628,32.46256018257035
Client,16777216,16.0 MB,302.96826354474246,37.87103294309281
Client,33554432,32.0 MB,336.27997406576856,42.03499675822107
Client,67108864,64.0 MB,343.4955549869488,42.9369443733686
Client,134217728,128.0 MB,354.9879882582356,44.37349853227945
Client,268435456,256.0 MB,371.15471887654616,46.39433985956827
Client,536870912,512.0 MB,371.8587143708099,46.482339296351235
Client,1073741824,1.0 GB,377.6282175499872,47.2035271937484
