role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00043471840313695433,5.433980039211929e-05
Client,1024,1.0 KB,0.004296024399483119,0.0005370030499353899
Client,4096,4.0 KB,0.02067340357307694,0.0025841754466346175
Client,16384,16.0 KB,0.13362865004459454,0.016703581255574317
Client,65536,64.0 KB,1.4599409292538872,0.1824926161567359
Client,262144,256.0 KB,2.1141580772988533,0.26426975966235666
Client,1048576,1.0 MB,118.68768159595615,14.835960199494519
Client,4194304,4.0 MB,78.25944125592154,9.782430156990193
Client,8388608,8.0 MB,288.47847846113126,36.05980980764141
Client,16777216,16.0 MB,379.83293563281893,47.479116954102366
Client,33554432,32.0 MB,467.6102569523605,58.45128211904506
Client,67108864,64.0 MB,549.072117938623,68.63401474232788
Client,134217728,128.0 MB,571.893467650607,71.48668345632588
Client,268435456,256.0 MB,601.6137908436465,75.20172385545581
Client,536870912,512.0 MB,633.2840276453993,79.16050345567491
Client,1073741824,1.0 GB,638.1419921324659,79.76774901655824
