role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00029884749920418594,3.735593740052324e-05
Client,1024,1.0 KB,0.003152470961102265,0.00039405887013778314
Client,4096,4.0 KB,0.022278898546967584,0.002784862318370948
Client,16384,16.0 KB,0.28127044738895657,0.03515880592361957
Client,65536,64.0 KB,0.3240624904418518,0.04050781130523148
Client,262144,256.0 KB,37.38438665583314,4.6730483319791425
Client,1048576,1.0 MB,120.41006969584237,15.051258711980296
Client,4194304,4.0 MB,31.18189512831604,3.897736891039505
Client,8388608,8.0 MB,246.42642229479657,30.80330278684957
Client,16777216,16.0 MB,329.3528172472323,41.169102155904035
Client,33554432,32.0 MB,419.0215916053637,52.377698950670464
Client,67108864,64.0 MB,503.4205309445503,62.92756636806879
Client,134217728,128.0 MB,532.8795904916361,66.60994881145452
Client,268435456,256.0 MB,533.7582739419421,66.71978424274276
Client,536870912,512.0 MB,535.1544708721075,66.89430885901344
Client,1073741824,1.0 GB,532.8006612345083,66.60008265431354
