role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00039461812555438336,4.932726569429792e-05
Server,1024,1.0 KB,0.0017163712802210926,0.00021454641002763657
Server,4096,4.0 KB,0.024662209838211255,0.003082776229776407
Server,16384,16.0 KB,0.20884416954249396,0.026105521192811745
Server,65536,64.0 KB,0.7135230059229837,0.08919037574037296
Server,262144,256.0 KB,4.289535990585895,0.5361919988232369
Server,1048576,1.0 MB,123.2315830346471,15.403947879330888
Server,4194304,4.0 MB,151.77431276646072,18.97178909580759
Server,8388608,8.0 MB,231.01913495549587,28.877391869436984
Server,16777216,16.0 MB,292.50664691148626,36.56333086393578
Server,33554432,32.0 MB,361.9381139143716,45.24226423929645
Server,67108864,64.0 MB,411.6292537271988,51.45365671589985
Server,134217728,128.0 MB,444.4290845433906,55.55363556792383
Server,268435456,256.0 MB,462.9514834148751,57.86893542685939
Server,536870912,512.0 MB,475.1583177927534,59.394789724094174
Server,1073741824,1.0 GB,478.19256574834037,59.774070718542546
