role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00036825378338016366,4.603172292252046e-05
Client,1024,1.0 KB,0.0025091198320025686,0.0003136399790003211
Client,4096,4.0 KB,0.11215380658584101,0.014019225823230126
Client,16384,16.0 KB,0.10498499325627074,0.013123124157033842
Client,65536,64.0 KB,0.2522589321181327,0.03153236651476659
Client,262144,256.0 KB,36.78465547662883,4.5980819345786035
Client,1048576,1.0 MB,121.893080058022,15.23663500725275
Client,4194304,4.0 MB,11.432174360144607,1.429021795018076
Client,8388608,8.0 MB,204.4846781785923,25.560584772324038
Client,16777216,16.0 MB,279.04548923159535,34.88068615394942
Client,33554432,32.0 MB,340.8166263995339,42.60207829994174
Client,67108864,64.0 MB,390.55513251800903,48.81939156475113
Client,134217728,128.0 MB,421.1916723172912,52.6489590396614
Client,268435456,256.0 MB,433.3100836993847,54.163760462423085
Client,536870912,512.0 MB,450.57862262436464,56.32232782804558
Client,1073741824,1.0 GB,451.7712120131987,56.47140150164984
