role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.0003245569005797426,4.0569612572467825e-05
Server,1024,1.0 KB,0.002533859752697464,0.000316732469087183
Server,4096,4.0 KB,0.01984083014467751,0.0024801037680846887
Server,16384,16.0 KB,0.24032609201925167,0.03004076150240646
Server,65536,64.0 KB,0.7155663185440244,0.08944578981800305
Server,262144,256.0 KB,4.947730558136095,0.6184663197670118
Server,1048576,1.0 MB,124.6025946411516,15.57532433014395
Server,4194304,4.0 MB,136.00593413255987,17.000741766569984
Server,8388608,8.0 MB,191.6494816818875,23.956185210235937
Server,16777216,16.0 MB,258.1746654836227,32.271833185452834
Server,33554432,32.0 MB,308.0789646870281,38.50987058587851
Server,67108864,64.0 MB,339.5428830203729,42.442860377546616
Server,134217728,128.0 MB,361.4816690599366,45.18520863249208
Server,268435456,256.0 MB,378.09238533830666,47.26154816728833
Server,536870912,512.0 MB,387.28928841094415,48.41116105136802
Server,1073741824,1.0 GB,389.82724277855465,48.72840534731933
