role,mode,size_bytes,size_pretty,gbps,gb_sec,iters,rank,world_size
Client,sync,112197632,107.0 MB,418.8408,52.3551,100,0,2
Client,sync,224395264,214.0 MB,453.8411,56.7301,100,0,2
Client,sync,33554432,32.0 MB,366.2002,45.7750,100,0,2
Client,sync,33554432,32.0 MB,366.1943,45.7743,100,0,2
