role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00036868599356845456,4.608574919605682e-05
Client,1024,1.0 KB,0.002378088630371583,0.0002972610787964479
Client,4096,4.0 KB,0.014630946999378076,0.0018288683749222595
Client,16384,16.0 KB,0.4115046241548068,0.05143807801935085
Client,65536,64.0 KB,1.029398916659436,0.1286748645824295
Client,262144,256.0 KB,2.4285648940948135,0.3035706117618517
Client,1048576,1.0 MB,123.95119768305,15.49389971038125
Client,4194304,4.0 MB,31.186781454726027,3.8983476818407534
Client,8388608,8.0 MB,238.60886992668043,29.826108740835053
Client,16777216,16.0 MB,321.22922163999306,40.15365270499913
Client,33554432,32.0 MB,404.3703834533349,50.546297931666864
Client,67108864,64.0 MB,473.41285396028337,59.17660674503542
Client,134217728,128.0 MB,507.3249414673632,63.4156176834204
Client,268435456,256.0 MB,525.2253143291176,65.6531642911397
Client,536870912,512.0 MB,532.8173243642622,66.60216554553277
Client,1073741824,1.0 GB,547.122482754144,68.390310344268
