role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.0003245147146036196,4.056433932545245e-05
Client,1024,1.0 KB,0.002533846742508434,0.00031673084281355423
Client,4096,4.0 KB,0.019841388787410673,0.002480173598426334
Client,16384,16.0 KB,0.24018904021257426,0.030023630026571782
Client,65536,64.0 KB,0.7156966249613584,0.0894620781201698
Client,262144,256.0 KB,4.9425322046624025,0.6178165255828003
Client,1048576,1.0 MB,124.28782615600393,15.535978269500491
Client,4194304,4.0 MB,30.33626127344962,3.7920326591812024
Client,8388608,8.0 MB,190.97163242020522,23.871454052525653
Client,16777216,16.0 MB,257.5199575460385,32.18999469325481
Client,33554432,32.0 MB,307.72854453102303,38.46606806637788
Client,67108864,64.0 MB,339.23425578490964,42.404281973113704
Client,134217728,128.0 MB,361.4863178079841,45.18578972599801
Client,268435456,256.0 MB,377.9903440791248,47.2487930098906
Client,536870912,512.0 MB,387.20945004898755,48.401181256123444
Client,1073741824,1.0 GB,389.78821659961903,48.72352707495238
