role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.0013765245673403378,0.00017206557091754222
Client,1024,1.0 KB,0.010088030088192632,0.001261003761024079
Client,4096,4.0 KB,0.04057248713231965,0.005071560891539957
Client,16384,16.0 KB,0.34641416065228753,0.04330177008153594
Client,65536,64.0 KB,1.3733466789235427,0.17166833486544283
Client,262144,256.0 KB,7.467285393397204,0.9334106741746505
Client,1048576,1.0 MB,119.16178155611024,14.89522269451378
Client,4194304,4.0 MB,218.16387379733413,27.270484224666767
Client,8388608,8.0 MB,259.63507159780346,32.45438394972543
Client,16777216,16.0 MB,306.20854588415796,38.276068235519745
Client,33554432,32.0 MB,332.0814588219462,41.51018235274328
Client,67108864,64.0 MB,339.7370791862618,42.46713489828272
Client,134217728,128.0 MB,357.85075701732,44.731344627165
Client,268435456,256.0 MB,361.1907601455672,45.1488450181959
Client,536870912,512.0 MB,368.5741848254179,46.071773103177236
Client,1073741824,1.0 GB,374.5324027845721,46.816550348071516
