role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00038769789890326416,4.846223736290802e-05
Server,1024,1.0 KB,0.0026715586977705467,0.00033394483722131834
Server,4096,4.0 KB,0.013075388626518926,0.0016344235783148657
Server,16384,16.0 KB,0.09652209832126855,0.01206526229015857
Server,65536,64.0 KB,0.7921286330523313,0.09901607913154141
Server,262144,256.0 KB,2.4938855488456535,0.3117356936057067
Server,1048576,1.0 MB,122.82740281691781,15.353425352114726
Server,4194304,4.0 MB,144.663721715486,18.08296521443575
Server,8388608,8.0 MB,206.67615658469782,25.834519573087228
Server,16777216,16.0 MB,300.0686312809993,37.50857891012491
Server,33554432,32.0 MB,372.3103900654034,46.538798758175425
Server,67108864,64.0 MB,417.20445125622456,52.15055640702807
Server,134217728,128.0 MB,449.37313231702626,56.17164153962828
Server,268435456,256.0 MB,464.3577365527008,58.0447170690876
Server,536870912,512.0 MB,478.02386214775356,59.752982768469195
Server,1073741824,1.0 GB,487.38821431745316,60.923526789681645
