role,size_bytes,size_pretty,gbps,gb_sec
Server,256,256 B,0.00044585815731994845,5.5732269664993556e-05
Server,1024,1.0 KB,0.0018350893957428923,0.00022938617446786153
Server,4096,4.0 KB,0.021643639138806698,0.0027054548923508373
Server,16384,16.0 KB,0.10859305334008156,0.013574131667510194
Server,65536,64.0 KB,0.7863149570771344,0.0982893696346418
Server,262144,256.0 KB,4.095083404096837,0.5118854255121046
Server,1048576,1.0 MB,122.38460512618637,15.298075640773297
Server,4194304,4.0 MB,165.73068936939458,20.716336171174323
Server,8388608,8.0 MB,242.2901223582166,30.286265294777074
Server,16777216,16.0 MB,330.8647341758244,41.35809177197805
Server,33554432,32.0 MB,421.28828141587894,52.66103517698487
Server,67108864,64.0 MB,485.58309177768524,60.697886472210655
Server,134217728,128.0 MB,523.1293758259093,65.39117197823866
Server,268435456,256.0 MB,546.6953556162536,68.3369194520317
Server,536870912,512.0 MB,558.1495471944966,69.76869339931207
Server,1073741824,1.0 GB,569.580824515908,71.1976030644885
