role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00043719617220262227,5.4649521525327784e-05
Client,1024,1.0 KB,0.003262964247058247,0.00040787053088228085
Client,4096,4.0 KB,0.033939085065903915,0.004242385633237989
Client,16384,16.0 KB,0.3716843628473979,0.04646054535592474
Client,65536,64.0 KB,0.40716531060756206,0.05089566382594526
Client,262144,256.0 KB,3.09414671971486,0.3867683399643575
Client,1048576,1.0 MB,121.92425183981702,15.240531479977127
Client,4194304,4.0 MB,36.50871346992887,4.563589183741109
Client,8388608,8.0 MB,210.47362882429172,26.309203603036465
Client,16777216,16.0 MB,302.9394745351764,37.86743431689705
Client,33554432,32.0 MB,377.31624727032903,47.16453090879113
Client,67108864,64.0 MB,430.9554965673248,53.8694370709156
Client,134217728,128.0 MB,463.8909799807839,57.98637249759799
Client,268435456,256.0 MB,480.81701235226194,60.10212654403274
Client,536870912,512.0 MB,496.4279679984918,62.053495999811474
Client,1073741824,1.0 GB,500.84879018314746,62.60609877289343
