role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.00113244365367732,0.000141555456709665
Client,1024,1.0 KB,0.00893254651909101,0.0011165683148863762
Client,4096,4.0 KB,0.04045020601027289,0.005056275751284111
Client,16384,16.0 KB,0.34504535559519856,0.04313066944939982
Client,65536,64.0 KB,10.832083308556399,1.3540104135695499
Client,262144,256.0 KB,7.538828266786272,0.942353533348284
Client,1048576,1.0 MB,122.01718108367089,15.252147635458861
Client,4194304,4.0 MB,67.50247077660346,8.437808847075432
Client,8388608,8.0 MB,240.008382464147,30.001047808018374
Client,16777216,16.0 MB,340.87847247037746,42.60980905879718
Client,33554432,32.0 MB,430.5875284993528,53.8234410624191
Client,67108864,64.0 MB,513.1774085663137,64.14717607078921
Client,134217728,128.0 MB,543.7765203466428,67.97206504333035
Client,268435456,256.0 MB,574.6378804074968,71.8297350509371
Client,536870912,512.0 MB,594.5374144730185,74.31717680912732
Client,1073741824,1.0 GB,602.605183229748,75.3256479037185
