role,size_bytes,size_pretty,gbps,gb_sec
Client,256,256 B,0.0004371679882388542,5.464599852985678e-05
Client,1024,1.0 KB,0.0023806558220599914,0.00029758197775749893
Client,4096,4.0 KB,0.03412729703337796,0.004265912129172245
Client,16384,16.0 KB,2.9875526109547557,0.37344407636934446
Client,65536,64.0 KB,0.786480564125479,0.09831007051568487
Client,262144,256.0 KB,5.708095482668121,0.7135119353335151
Client,1048576,1.0 MB,124.43255266325238,15.554069082906548
Client,4194304,4.0 MB,37.428536259528016,4.678567032441002
Client,8388608,8.0 MB,229.59316102083213,28.699145127604016
Client,16777216,16.0 MB,327.052883043333,40.881610380416625
Client,33554432,32.0 MB,418.8793110535182,52.35991388168978
Client,67108864,64.0 MB,482.59269780131046,60.32408722516381
Client,134217728,128.0 MB,514.0225088335118,64.25281360418897
Client,268435456,256.0 MB,542.9912651392403,67.87390814240504
Client,536870912,512.0 MB,550.4029750217048,68.8003718777131
Client,1073741824,1.0 GB,559.7287582319044,69.96609477898805
